text,label
are the values bound?,0
thank you for taking the time to review my nomination of <url> as a featured article candidate.,7
"ok, you are right!",6
"please read this again: ""you can use the amount of time it takes for it to invalidate you help guess if part of your credentials are correct"".",3
"does it happen to say anything about his marriage to paula, as in when it ended?",4
dschultz tried adding the 'www' (no luck).,0
"i'm sorry, i'm having trouble understanding your question.",6
good question.,1
has anyone heard of/used this application?,4
thanks for the various corrections you have made to this article.,7
is this a change that they're still rolling out?,3
"move the stuff specifically related to this site to meta, and leave the rest here for general web use?",0
does it work when you do `$(this).parent('tr').attr('class'));`?,0
(maybe both?),4
could you extract or partially extract the executable before packaging it?,3
"do you need help determining if there are new items, or do you need to know how to start an executable once you've determined that there are new items?",4
"it didnt work when i replaced lbs2 by t.  lbs2 is the model that has been created to store lat, lng and body.",1
i've never heard of this happening.,0
"another good question might be, is there a conductive tape product and then have details in the question about what you need specifically?",4
"has the image been listed for deletion on commons, or should i do so?",0
"so `\returned` is `$data_structure_reference`, right?",1
can you elaborate how to finish it off?,3
"hi there, thanks a lot for commenting.",7
thanks for the answer do you know of anything i could use for the fixings with the foundations?,7
can we get som esources as to where the different styles originated?,6
how many english first-class cricketer you think we've got to get done in total?,6
or would other classes of algorithms be acceptable?,4
is there anything else i need to do?,4
what do you know about the type already?,4
"hi tim, i received the photograph from delft but it's page looks a mess and i can't edit it.",0
"could you make sure you move them from ""to do"" to ""done"" when you finish?",3
so is there any problem/issue you are facing?,3
great idea on the mixed meat.,1
"someone else has changed it to ""debut album"" which i think is more suiting, what do you think?",4
perhaps it should have the pronunciation tag?,4
thanks for the revert on <url>.,7
can you please elaborate and clarify a little more?,3
"yes, this is infuriating...",1
can you help me create a map of isabela which reflects the 3d map?,7
perhaps someone on the <url> can answer your question?,4
is there somewhere a guideline to this?,3
could you expand on what 2 hot wires are?,3
would you like to have them deleted as well?,4
is there any chance of getting <url> unblocked from making edits on wikipedia?,3
"may i add it to my talk page, or would you prefer it stayed off?",4
"it's weird that this doesn't work on python 3.1, could you share more about your directory structure and module organization?",4
are you sure you are getting the error on that line?,0
"i vaguely remember using sugiyama's with more than one input/output, but i could be wrong.",4
your thoughts on the most recent commentary?,0
"what do you mean by ""tracing letters""?",4
is there a shortcut to reverting an edit?,3
the project page you linked provides a fairly specific overview of what the module does.,0
may you provide a list of installed modules?,0
could you also unprotect <url> so a redirect can be created?,3
"yes, that is the real source code.",1
is it possible that class reloading is the issue as classes are not cached in development if you are adding methods during execution the class could be reloaded without your newly defined methods?,4
do you know why this was held jointly and what was worked on?,4
"sorry, i thought i had.",6
did you use the the ubuntu packages?,4
"the benefit of a version of the sentence is that it helps clarify the differences between lavoisier and priestley; however, we need to be careful that we don't convey the wrong impression to the reader.",6
you assume correctly; same principle would apply.,1
"i'm suspecting a bad charger; most home screen i've used turns itself on when you just plugged the device in or plugged the device out, if a bad charger somehow causes the device to think that it had just been plugged off and/or plugged on, it could cause the symptoms you're having.",4
"for the record, there are about a bazillion ""big gears"" in limbo.",1
"sure, no problem.",1
so the new account is for you to use?,1
how do you convert your commutative diagrams from latex to png?,4
"i'm sorry, but your example only makes me more confused.",6
"hey, another editor and i are confused by your resent edit.",0
"i think if ranges were continuous, then it would really be just one range, without any breaks/gaps, correct?",4
what would the correct table output be?,4
?,0
thanks--can you add the romanization of the arabic at <url> too?,7
"hello sirmyles, i noticed a puzzling section on <url> that could only have been written by you (about the parallels with shiite law).",4
"david, is this correct?",3
can anyone help?,4
can you elaborate on your question?,3
is it possible to modify it to not save the changes if it is only one-two whitespace(s)?,3
the plane of the x will always be parallel to the plane of the image i assume?,1
what do you think?,4
i would like to nominate you so that you could become an administrator.,4
and which directory is it in?,3
i was wondering if any of the books you have can shed much more light on <url>?,6
can it be expanded beyond a definition?,3
"out of curiosity, could you expand on the more powerful topic you were mentioning?",4
"fine, thanks a lot.",7
can you give some example about the input and the expected output?,3
"i guess you know how a template looks, for everything..something like from the small thumbnails to the big backgrounds as you said.",4
isn't some kind of curve inherent in using non-euclidean triangles?,4
"congrats, or should i say good luck?",0
how can i do this?,3
is there any traceback data?,3
"maybe, txwikinger, you should change the question to ""what is the complexity of the set {i : l(m_i) is in np}?",4
how did you install it?,4
thanks.,7
you haven't said much there - is there some place where you present your view with a little more detail?,3
"i'm happy to switch it on for your account, if you'd like?",4
do you have any advice or would you be interested in working on it together?,4
"i can certainly suggest to isarig that 3rr is not an entitlement, and that dicussion is often the better approach.",4
maybe we can meet?,6
jesteś z warszawy?,0
are you looking for anything in particular?,4
what do you think?,4
"can we simplify it without losing precision, or, alternately, put something before the precise definition that's a bit easier to understand?",6
tell me how comfortable you would be using that as a programming language?,4
"two questions:  is there any policy of which i should have been aware that governs this situation, and what (if anything) needs to happen to notify nawlinwiki?",4
can i be of help?,3
or c# is the very first language you are learning?,0
"so, if i understand the issue, you need to find the superset of the vertices and get the centroid of each set therein.",1
good idea.,1
"well, the '& ~' isn't indented, but that doesnt matter right?",1
i made a mistake on adding a colon on <url> and it can't be reverted.,0
it may very well have been a better candidate for a stub rather than a speedy deletion.,1
"if possible, could it be made that bath_badge.png is the one that is deleted, rather than bath_rugby_badge.png please?",4
can you please restore this and i can send in the email granting me permission to post?,3
i stumbled upon your user page and was wondering if you could offer any tips for creating locator maps... where do you get the 'base' map and what program do you use to fill in the colours?,4
how could i doubt you?,4
can you provide more context for your second code example?,3
are these warnings that i should be concerned with?,0
would you be interested in joining us to make it a featured article?,4
this is kind of weird for me but i see that you are a participant in the photo project and list yourself as a photographer in edinburgh and i was wondering if there was any possibility that you would be willing to respond to my recent request <url>?,6
i'd be curious to know how your activity timestamps could come in out-of-order for a given user session.,4
"hi michael, have you ever heard of this term before?",4
do you whant to add all permutations in a list or do you want a function that produce the next permutation from the given string ?,4
"maybe something like ""current flow in batteries?""",4
"yes, i received the warning about asking a subjective q but i got no responses on other q&a sites like yahoo so i thought i'd give it a shot.",6
i have done a gridview with images that show a spinner and download image..,0
"hi friend, i've noticed you've made some good edits over at the article.",0
"so i dont think is css issue , other guy who was working here did the same thing i am doing but he used api v2 im using api v3 could this be the cause?",4
is this addressed in a newer version?,3
"george, will this work in fedora 15 under the new gnome 3?",3
does this answer your question?,0
can you please drop me a messafe with the link?,3
it seems to need a table to be set up - do you have the schema or sql for that handy?,4
"do you think we're good to go with the proposal, maybe later tonight, or tomorrow?",6
what format is your heatmap in?,3
oh ok- i know exchanges love multicast.,0
is the method being called at all?,0
"how about saying that the fastest flow is near the deepest part of the channel, and that in most meanders this is near the outer bank?",1
i would have thought the idea for a thesis would have come from a real world problem that needs solving?,4
is it reporting any js errors when you load the page?,3
i really think that the text you have drafted at <url> is far fuller and better than the article as currently drafted.,4
"hi mecu, i've been asked by a user (a photographer) how they could add there pictures with limited copyright, for instance, there more than happy to upload them for use within wikipedia, but just don't want to release it completely free from copyright.",4
i made a suggestion for further improvement in <url>; can you please follow up there if you have the time?,3
thank you for taking the time to dig up the references.,7
"where is the ""add folder"" option in the places menu?",1
thank you.,7
can you make one for the 10^-6 to 10^5 range too?,3
well the only plausible explanation was that you reverted to where i removed an extraneous cat (after homestarmy's edit) and then swapped out a template... but as you're a competent editor that just seemed odd.,1
can you write down a pointer to the alg logic you are using to refresh my memory?,3
"well, lyrics are generally frowned upon on wikipedia, unless the song is old enough that its copyright no longer applies.",1
"thanks, looks like <url> needs some fixin'.",7
it would help if you could narrow your question to something a little more specific or provide more context?,4
please?,3
do you think this would be any better/more suitable?,4
could you provide guidance for my request please?,3
why not 3 or 7?,2
i have just put the article to peer review.,0
have you tried running with breakpoints on?,4
is this homework?,3
is this correct?,3
"do you want a rating based on difficulty or one like the esrp (blood, violence, sex) etc?",4
"i don't own any from rousseau either, but i did know it was grand cru, just made a mistake!",0
"if so, which/what part(s) didn't you understand?",1
which vb do you want an answer for?,4
hi i asked a related question about just how many pixels android can draw and keep screen refresh speeds up.,6
"you don't want the ""c d"" to come out ""d c"" (but do you want ""-c -b 'c d' -a"" or ""-c 'c d' -b -a""?",4
"i'm no machine learning expert, but perhaps someone else here is?",4
"i think if you were to consider the dal as a seperate entity and imagine that it was your sole responsibility whilst all consumers was work done by a third party, you would probably raise an exception for access denied - most of the framework would.",4
"moritz - although the yes/no answer to this question is covered by rice's theorem, see my answer below for more interesting results.",0
can you help him out?,3
"i thought other sites would just offer it if they can, you can't really force them can you?",4
and since you are a well trusted user i am asking you if you think that would just be deleted because there isn't enough information?,4
"sorry to be a pain, but where did you go to get that screenshot?",4
could you please add a link to the discussion?,3
"hi, i'm new to rc patrol, and i was wondering how you do the 'reverted edits by x to version by y' edit summary.",6
"please define ""better""  addresses are very, very difficult to make consistent.",3
do you have an attempt at making it work which fails?,4
"i removed a few obvious links on <url>, but wasn't sure about some of the others (sparknotes, paperstarter, etc) and couldn't find anything yea or nay on their use...if you have a few spare minutes (ha!",4
also - i just tested in chrome and it does exactly as i said above.,5
i'd love to have a look of the code; is it possible for you to mail it to me?,3
does the constructor use invalid arguments?,1
"you probably want to resize the image, too?",4
sounds great.,1
thank you for clarifying.,7
"if you have two three-unit jobs and six two-unit jobs, can you run the three-unit jobs sequentially on lane a, three two-unit jobs on b, and three two-unit jobs on c, taking six units of printing time in total?",3
how much current is your power supply rated for?,3
does that sound like a better idea?,4
i would like to first thank you for coding the afd helper app.,7
"are you trying to figure out what algorithms google, twitter and facebook are using, or are you trying to understand some algorithms better?",0
what isn't it doing that you want it to?,1
can you be more specific?,3
how did you try setting the default encoding?,4
"i'm not quite sure what is your question: (1) you want to produce a pdf file without embedding any fonts and you'd like to know when this is ""safe""?",4
can you please verify and is it possible to use this as a source for adding south african certifications?,3
what do you exactly don't understand?,4
could you please explain this?,3
"so resizing of an image can be only done proportionally, right?",1
how exactly should the effect look like?,4
"thanks for your comment, is it okay if i quote you on the commons thread?",7
could you describe the problems you are having?,4
could you drop fritzpoll a note?,3
"delete it as a duplicate, or copy to commons and rename?",0
can you give a more detailed explanation as to the problem and provide some code?,3
can you point me to a page that has such a feature?,3
"nothing seems to start at 0, is that just a side-effect of the first day traffic/questions spike?",5
i also love your new ca interstate shields.,0
"could you tell us more about the ""protective plates""?",3
"sorry, i'm not able to comprehend that?",1
:-)  can you check and see if my logic is correct?,3
"one more thing if you want, let's talk on the seinfeld talk page.",4
"chaman, sorry i can't figure out what exactly it is you want.",3
do you know if it is for sale anywhere as a poster?,4
"so then ""good luck with your upcoming defense"" and ""congratulations"" (assuming it goes well:)?",1
"i think i might know how you could test to see if there's even a path between start and end, but don't know (at least not yet) how to calculate the least number of circles to remove.",4
"`lte ie 8` means ""less than equal ie 8"" so this seems to work as designed.",1
"user391 - i really don't like doing this but i'm going to recommend we close this because it is really not about wordpress but about those other solutions and by definition will be off-topic, see http://area51.stackexchange.com/proposals/1500?phase=definition as a moderator i can close but i want 1 or 2 other opinions before i do.",6
did it fix  the problem?,0
"also, the related essay is still entitled <url>; should that be moved (over redirect) as well?",1
"could you post it in detail, for people in the future who have this problem?",3
would you please explain it to me?,4
"i understand, it could be quite time consuming.",4
"i suppose you managed to connect your rmi registry and look up your remote object, right?",4
is it ok with you if i go ahead and propose that to raul?,3
"do you think there should be a controversies page, or do you think the controversies should be integrated into the mainline texts of the various giuliani articles?",4
"ok.  by the way, may i note that is an excellent resource you have there.",6
i am looking for help improving the dermatology content on wikipedia.,0
"sorry guys, i actually don't really know what acceptance that you guys mentioned.",3
can you elaborate?,3
how is your input given?,3
"projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on si project opting out of copyright vios?",3
"i know that ""click here"" should be avoided, at least for semantics.",1
would you care to take a look?,4
"the solution reported in the issue report is to replace any occurrence of `unset($form[$id])` with `$form[$id] = array('#language' => null)` in the module file; it just a matter of doing a ""search and replace"" on a file.",5
"hi tim, i received the photograph from delft but it's page looks a mess and i can't edit it.",0
"do i understand it right, that something like `ionice` would do more good?",4
"i see you are going to be using ""categorization by location"", but are you planning on using attributes (like a lookup table) or a spatial search (like ""what's near me"")?",4
what programming language does this regard?,0
can you have a look at <url>?,3
"i actually know nothing about karate, but you look to be doing a good job with your work, and i'm just here to say sorry really that some of your articles got deleted.",3
i presume you have no access to the esri rest server / cannot make changes.,1
are there anymore styles being applied this [jsfiddle](http://jsfiddle.net/s8d3r/1/) looks fine in chrome.,0
how would you represent your distribution?,4
do you want me to tie it all in or do you want to work on it?,4
conmulligan  thanks for the heads up are there any plans to let people login ?,7
do you think if we added one or more of the refs he's added on the talk page to the article we could move it back?,6
do you have rights to download and modify the data?,4
could you rephrase the question?,3
"sorry, i did not know there has been a category before.",1
what do you actually want?,4
perhaps you could ask what the advantages and disadvantages are for touring in greece?,4
"your new map is a great, less distorting, format, but it leaves out a whole lot of countries that have recently joined the alliance - estonia, latvia, lithuania, slovenia etc among them.",1
"greetings, and thank you for your cogent remarks at <url>.",7
is this related to the double roasted peppers from the salsa thread?,3
maybe you should have updated the version to 1.0.1 (or something like that) to indicate that it is a new version?,4
when would you need it?,4
"i'd like to help with the project, what did you have in mind?",4
"by the way, what's your favorite game ever?",4
"it might be improved by a bit more detail about how it works, perhaps?",4
"as an aside, since this did turn out to be factual, just very hard to source, do you think the community would countenance an unblock request from blaabla if he accepted some strict unblock conditions (such as packing in the 'systemic bias' thing, discussing his edits in a less confrontational manner etc)?",4
"on another note, i'm going to assume that you were the one who also added ridership data for various lirr stations, am i correct?",1
have you looked into that?,4
"btw, do you mean ""you have %d unread messages""?",4
"isn't it like asking why principal component are ""principal"" and not secondary ?",4
do you want help?,4
any suggestions on how to improve the category?,0
there is yet another at <url>; would you agree it should be closed the same as the others?,4
maybe make this a question asking how the law has worked out in these locations?,4
"i don't own any from rousseau either, but i did know it was grand cru, just made a mistake!",0
can you help me?,7
"i don't want to sound rude and don't mean any offence, but do you have any experience with coding normal physics (i.e.",6
"hi, i just couldn't understand <url> !",5
what is your disappointment regarding?,3
please be more specific.,3
can you post the code in question?,3
do you want to stop the assembly execution for debugging purposes and inspect the code at an arbitrary location?,4
"can someone verify for debian (repositories don't have 5.12.x), mac os x (macports has 5.12.2), and windows (activestate perl 5.12.3)?",6
how do you unsubscribe?,4
can you share your code that reads the image (form your server) and calls the facebook sdk?,3
"i'm sorry, i don't know what article you are talking about.",6
"if he keeps messaging, would it be ok if i got back in touch with you and you had a word with him?",4
were you there too?,4
"perfect, thank you!",7
"also: do you realize that variables created in class scope (in your code, every assignment above `#-----...`) are *class variables*, i.e.",4
"if you use a list, isn't it the jvm implementing the list for you?",1
what step does the stepper stop you at?,0
can you specifically clarify what content in the article you had grammatical concerns with so i can make the needed improvements and gain your support?,3
do you want to check if it looks ok ?,4
or space is there on left side of whole horizontal panel?,3
does your cron job have privileges in /var/ ?,0
do you know by any chance if parallelizing the computation will speed up the processing and if so how can a graph traversal problem like this be broken down into smaller pieces computable on numerous machines?,4
do you mind if i migrate these to your userspace for you?,4
"are you on linux, mac, windows?",0
thank you for your kind comment.,7
"hi- the magnificent clean-keeper- i note that you recently removed a contribution i made to the <url> page, citing lack of ""notability"" as the reason.",1
"do you mean ""mnemonics""?",4
could i trouble you to replace the current one for <url> with a similar one?,3
which section would you like to clean-up?,4
or anything else?,4
is it possible that greasemonkey support was added at 7?,3
perhaps something else is receiving the request before your option page?,4
so how about `if (q->head->next == q->tail) chunklen/=2`?,1
"it's not explicit, but it seems like you want to remove them?",4
where can i get these items?,3
ok thank you so much.,7
"""i'm aware of wsod walkthrough but none of the reasons seems to apply this case.."" have you added the error reporting in the index.php?",4
what's the list supposed to contain?,0
is there a reason you want to use a b-tree?,3
"i don't think it needs the homework tag, as even though this is homework, the question and answer would be the same regardless of the source.",6
can you give a few example result strings or pseudocode?,3
also is there a limitation on changing the framework?,3
"hey, i found <url> and at around 1:10, i think i can see the backstreet boys holding platinum discs (or double platinum, i'm not sure) for backstreet's back and millennium.",1
"yes, but not this week as i have university exams.",1
is there a way to start vim in the current user shell?,3
"there must be countless words which can approximate one second, so why the name of a southern us state?",1
"if i want use code to grab the target of a page known to be a redirect, how would i do that?",4
can you give an example of how you want the output to look (or does it just need to be readable?),3
is there anything you feel the portal is obviously lacking?,4
is it acceptable to build an auxiliary data structure to guide the decision process?,3
it is possible (though not likely imo) that some strange quantum entanglement effect could lead to a computer that outputs its results before the input is received.,6
"* also, would you be opposed to the new ""concrete"" screed layer being your finished balcony surface?",4
the easiest language to do a task in is often the one you know the best!,1
"perhaps you mean ""nginx rather than apache""?",4
sorry about that.,1
can you please return to that discussion to answer it?,3
"please can you show the exact code that fails, for example, if this is in a view, paste in the relevant part.",3
have you asked for help on [google's forum](http://www.google.com/support/forum/p/calendar?hl=en&utm_source=hc&utm_medium=leftnav&utm_campaign=calendar)?,4
i-o inversion is not equivalent if they assume an external magnetic field to be present.,1
"yeah, i didn't cover the why, but it's a good question.",1
"no, i don't know of any way to measure the number of visitors to articles.",1
can you show the full code?,3
could you perhaps explain where you *think* things can be generalised/abstracted (at least verbally/in pseudocode)?,4
thanks.,7
could you please elaborate that?,3
could you show any code where you attempt to use gallery with a listview?,3
would you like to prepare the questions for the next wikifun?,4
could you upload a minimal .xcproj so i can see what's going on?,3
what do you think?,4
"it is disputed among admins regarding the protection of userpages, although the policy says that users can have their user/user sub-pages (but not the talks) semi-protected if the user requests it.",0
"the mac app store was released, what, less than two hours ago?",0
do you have references ?,4
"i have some monkeys and ideas..."" ?",0
perhaps you could look at it again?,4
do you mean that a random oracle is non-recursive with probability 1?,4
can someone confirm or deny this?,6
"do you have a method, or is it just a &ndash; z?",5
"but... what is the difference between what you added to the intro, and what was already written below?",1
can you use <url>?,3
"by the way, is it just me, or does the trisakti look a bit like the flag of the philippines?",4
any reason why this isn't enough?,0
sure it's possible.,1
"i'm trying to install lupin/anti-vandal tool, but im stuck.",0
could you please state your initial problem at what you are trying to achieve.,3
found some more information which likely explains it: http://rt.openssl.org/ticket/display.html?id=1497&user=guest&pass=guest -- still not sure how i can work around it.,4
"den: ok, so the rectangles are represented as two points.",0
would you like to help out with the notifications (the real pain of this ... grrr)?,4
what do you want to use the syrup for?,4
what does 'n.b.',0
"also, how is it stored?",3
what do you think of the changes so far?,4
"can yo be more specific about what you need to know about patch kits, or indicate what problem you're looking to solve?",0
"yes, the edges are always axis aligned (i will update the post).",1
"please see the screenshots of it and my /etc/fstab, any other ideas?",3
perhaps then you should include a short reference to aquitanian in the sentence?,4
is there a particular instruction you're having trouble understanding?,3
"and if there are multiple delimiters, which one do you want to cut the line at?",4
that call stack is all about the debug help library; is this only happening when it is being debugged?,3
?,0
"you will hear snickering in  line and a subtle ""why is she speaking like that?",4
"i don't understand this sentence ""we are to find such placement of this polygons (we could make rotations and movements), when rectangle, which circumscribes this polygons has minimal area.""",6
what is your source for the japanese information you have been adding as the books i have been reading on the subject are all from a british or american perspective?,3
perhaps that broke something?,4
).,0
thanks for the redirect help!,7
"when you say concatenate, do you mean overlay them (put them in the same place) or put them next to each other?",4
"is this jquery, winforms, qt?",3
"do you have a copy of that reference, or use the library's?",4
have you checked the actual svn server to make sure the file was added?,4
for what its worth i have chrome 7.,0
"sorry, i've moved a number of articles and thought i did it correctly.",1
sounds like a great idea.,1
"do you mean simplest in terms of expression, or efficient in terms of processing speed, or most generic in terms of possible strings handled ... ?",4
"you're just discarding any useful exceptions that download() will throw - image.open() might be trying to read """" being returned by download(), which would explain the current error you're receiving.",4
thanks.,7
maybe if you give a better description of what you want to do?,4
"it looks like it needs a bit of a copyedit though, hope you don't mind?",6
"is it created on the stack, on the heap, or is it a global variable?",3
what kind of system did you develop the script on (and the make-file)?,4
does that really help?,0
"actually, i think i should route these terms (seismic design, and seismic engineering) to <url>.",3
it's an odd question in any case; perhaps a little clarification would help?,4
herbert: still i think your answer is very confusing.,4
"what would stop the algorithm from just producing a regular expression that is the ""or"" of all the possible substrings?",4
i think the question could bring some good answers.,4
"what is the meaning of ""elements with close statistical probability of selection"" and ""distant selection percentages""?",1
hate to be a bother... but need help with getting the bot running?,0
does any one want me to add anything more in the script?,4
"well, that didn't take long.",1
what do you think?,4
"i hate to roll back 26 edits in a row, but i see a lot of good stuff, a lot of questionable and non-npov stuff, not much (if anything) in the way of citation, and a ton of misspellings.",6
is it possible you have an error in your [`remove_action`](http://codex.wordpress.org/function_reference/remove_action) and [`add_action`](http://codex.wordpress.org/function_reference/add_action) call?,3
it might be useful to know what exactly your sound setup is.,4
"if you run your app without breakpoints, do you experience a crash?",4
does your cron job have privileges in /var/ ?,0
googling suggested it's something to do with 3gpp?,0
can you please let me know the approach that should be adopted when building a software?,3
"i just finished this article <url> a week or so ago, and wonder if those forward operating locations are tied into intercepts from those norad radar sites ?",5
can anyone tell me what i'm doing wrong?,4
i was trying to create a subpage.,0
"hi, thanks for letting me know about my signature not being linked.",7
stand for?,0
"some people, huh?",1
can you please guide me as to how to go about with the approach?,3
alright mike - its been already posted on light house.,0
can you show an example?,3
could you please respond?,3
using igloo i assume?,1
where did you get the tracklist for the album?,4
it seems that you are adding the text view outside of the bounds of the view controller.,6
what's your question?,0
hi mustafaa i have some historical pictures and some sentences written on them which seems to be arabic.,0
"i was in doubt too, but when dealing with such incomprehensible concoctions i prefer to err on the side of blp caution.",2
thanks cameron.,7
"but, why not try the [biostar se](http://biostar.stackexchange.com/)?",2
thanks.,7
i see.,0
"are we talking about a ring of planets, some sort of mental sanctum, or something interdimensional, or something completely other?",6
"excellent, thanks!",7
"i assume that when you rotate them, they have to remain axis-aligned?",1
what exactly is the purpose of finding out?,3
"hi, i have cleaned up this page and, in the afd, identified many other sources and additional content.",0
is it textbox1?,3
how did you fix this.,4
is this a syrup to sweeten your coffee or a coffee and caramel syrup for desserts?,3
"note though that the aspect ratios are different in the example (0.96 vs 1.1) so perhaps andre means resizing first, then cropping to match aspect ratio?",4
you can't rotate then by 30 degrees or anything like that?,4
sorry to bother you but theres a report on <url> regarding <url> which has been a target for ip vandalism.,1
"""bachelor of arts"", ""benefits administrator"", ""bad ass""?",1
"ok, many thanks for that.",7
why do you want to view the code?,4
where can i grab it?,3
could you please elaborate on this answer?,3
"another idea, looks like you are using `mbprogresshud`, i guess your code is triggered from an animation callback, from memory, i think coredata is not multi-threading safe.",4
i thought about leaving it as a hint to anyone else that restarting vs can always solve unexpected problems.,4
"thanks, wareh.",7
how would you materialize the debug session?,4
have you ever considered professional cartography?,4
"or more specifically, what template did you use to withdraw your nomination?",4
"as for your second question, that does depend on a couple of things- you can send it through the official otrs address, if you like, and someone will get to you in due course, but you're welcome to forward the email to me personally at jmilburninfaerun at gmail.com, and i'll take a look at it for you, and upload the image/explain why it's not possible?",6
will you please clarify?,3
what value does createprocessasuser return?,0
could you please check the solutions for hyperref?,3
<url> -> <url> and so on?,0
"firebrandt: could you, please, add the clarification what you meant by better in your question.",3
"so you mean you just can't use date functions, yes?",1
dmckee - i wasn't aware that a closed question could be edited.,4
you want to estimate both?,1
"we are after questions that can be answered, like ""how do i reach the last star on super mario 23?""",6
what do you care about besides the weights?,4
"ok, same situation here :-)  marskell and i agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off.",6
"i would rather not talk about this on another users talk page, if you would like to discuss if further could we continue any further posts on <url>?",6
perhaps you could help?,4
could you please put an edit lock on the page?,3
by your statement can i assume that its working in ff and others?,3
can you tell a bit more about that?,3
"are you asking ""how well does it work"" or ""how does it work""?",1
"i may have missed a few links when copying them across, so could you please look through it just in case?",4
would you be interested in signing on to the project?,4
"by the way, how's granny doing?",4
sorry... haven't unblocked many people before.,1
do you have any evidence that supports this belief?,4
do you want to propose it at the project talk page?,4
"ah, i see.",0
could you email me when you get a chance?,4
is this a joke?,3
"number of articles on south slavic languages is now pretty high and i'd like to add '''category:south slavic languages''' as subcategory to '''category:slavic languages''', possibly with subcategories on individual languages.",1
great question; too bad none of the answers have any clues to the origin though.,1
or is this not an issue with your data set?,3
"damonokz sorry maybe i misunderstood something but you said ""anyway, its a relief that somebody understands the situation"".",1
;) maybe i'll check out carrierwave (hvac?,4
thank you.,7
did you get the desired results?,4
"can you please describe in more detail what you mean with ""inclined""?",3
would it be useful for me to take a whack at that?,3
perhaps you can edit your original question and add that extra info in there?,4
thanks for the answer.,7
"i think the inner div will resize, as it has a width of 100%, but you won't notice it.",5
i would appreciate if you could identify a source that could possibly support this assertion?,4
ok.,6
"thanks for the <nowiki>{{for</nowiki> templates on tkachyovs, they help a lot.",7
"by the way, have you sent anything to maggie since you received the email from the photographer?",4
"before you get into the run-time of the algorithm, do you understand what it is supposed to do?",4
could you post your database.yml?,3
"at least, how does your data look like, who are the subscribers, what do they have to do with average time, and how is 'average time in service' defined?",4
views | select the view | displays | filter criteria | and then?,1
"i have looked back in my archives a year, and cannot find the issue concerned - although i certainly remember the name, your account, and the style.",4
can you cite it in the post in a hyperlink?,3
this talk page looked like it could use a kitten.,4
can you paste the code 10 lines before and after the location that the error indicates?,3
what do you think about that?,4
are you referring to the $info_results array?,0
so the usages are quoted .. and from a 34-year-old *professor* no less!??!,1
is there some other better way to do the same?,3
what error are you getting?,0
please how can i do this ?,3
can you give a little more detail as to how you do this?,3
or just an ordering?,5
do you know of one?,4
"if so, how did it work out for you?",0
can you rotate boxes to make them fit?,3
out of curiosity: how did you manage to create them?,4
have you tried asking on the distutils-sig mailing list?,4
do you have any good sources that describe how it works?,4
can i help?,3
"packets are being received by a program (""streamed"" perhaps is a good word) that have a type of ack, syn, fin, or any combination thereof.",1
do you have any preferences/requirements for the end result?,4
can you give us an example?,3
i think you meant rfc 2821?,4
"what exactly do you mean by ""hangs""?",4
i took a quick look and i'm not up to reading through it properly at the moment.,0
"i have moved the page back, as well as created the new article <url>.",1
"i see you are still active on wikipedia, is there chance you can do something for this article?",3
"any other specific features you're looking for, or aspects of drupal that you'd like to avoid?",4
meant to ask -- what do you mean by whether the jvm can remember the order of the nodes?,4
done.,0
"thanks; it just occurred to me to cite usgs maps, but this is maybe even better.",7
"thanks for your work in cleaning up <url> (which is now finished, but for a few hard cases which likely will require the writing of articles to conform to those links).",7
"george: i have started a project which uses your wrapper ... it appears that the site name is hard coded, but can easily be passed in as a parameter.",6
what questions do you have and what is the desired output?,4
can you tell me how your were turning off css styles in ie7 please?,3
"i believe your question could have some validity, can you please elaborate on the scope of your question.",4
s answer](http://apple.stackexchange.com/questions/8491/mail-app-and-multiple-copies-of-emails/8580#8580)?,0
what sort of non-oracle database ?,4
"specifically, look at the formatting of the general reference; is it an acceptable way to present the references?",3
i actually posted my comments a couple minutes ago.,3
could you elaborate?,3
thank you.,7
how do you know that 1uu0 is the only one that's impossible?,4
"the native name was ''ityoppya'' (ethiopia) long before 1931; in that year, the emperor formally requested the international community to begin using ethiopia instead of abyssinia, much as the shah, around the same time, requested the use of ""iran"" instead of ""persia"" for his country (and it was also around this time that siam became thailand, i believe...) anyway, it might make more sense for one box reading ""abyssinia / ethiopia"" in place of the two separate boxes...?",4
"how would look your formula like after removing one, two, or all connectives?",4
do you have some knowledge of galilean dynamics and newtonian mechanics?,4
thanks!,7
can you estimate what the warmest in-rain air temperature is in which you could or would wear it for an hour?,4
"hello, our project has begun to fall a little bit behind the collaboration/organization department, would you, as an experienced editor be willing to help us revamp how we deal with issues?",6
ok!,6
do you get a different result with a different browser?,4
"hey, rcej!",0
can you take a look?,3
something like a rewrite system for propositions in bayesian probabilities ?,4
"since working on the article you wrote, i have become fascinated with this band.",0
thanks for nuking that thing.,7
":-) i don't suppose you'd fancy having a deadlink trawl over at <url>, would you?",5
do you keep it at the same temperature as your eggs?,4
can you describe more about not only what you want but how you plan to achieve it?,3
is there anything specifically wrong?,4
"so far, i haven't seen any sound samples in music articles, not even in <url>, which is featured according to the nomninator of <url>.",1
