,Unnamed: 0,Sentence,label,super_strategy_patricia,Yann,S_Strat_Yann,annotation_patricia,AA,Vote
4055,4055,"@Jon Skeet @Brain Rasmussen I apologise, they did not appear on the 'related questions' nor on my searching.",0,0,,,,,
4056,4056,"@digEmAll I'm somewhat new to C#, couldn't I use the second one if I used a nullable Bar?",d_12,4,,,,,
4057,4057,"I don't understand this sentence ""We are to find such placement of this polygons (we could make rotations and movements), when rectangle, which circumscribes this polygons has minimal area.""",d_17,6,,,,,
4058,4058,Can you clarify?,d_11,3,,,,,
4059,4059,Thanks for your assistance in the review of the Brian Keith review at the DYK!,d_110,7,,,,,
4060,4060,The user has cited the Internet Movie Database before?,0,0,,,,,
4061,4061,Thanks for the quick response.,d_110,7,,,,,
4062,4062,"Would you have any suggestions on editors who would be interested in this field, or who might have experience with FA reviews?",d_12,4,,,,,
4063,4063,Thanks for the answer.,d_110,7,,,,,
4064,4064,"However I don't have a grill, can I cook it on a pan?",d_11,3,,,,,
4065,4065,Why medium-well is not properly cooked?,d_06,1,,,,,
4066,4066,@conmulligan  thanks for the heads up are there any plans to let people login ?,d_110,7,,,,,
4067,4067,slos I noticed that when i searched a tag and and selected it i got old topics that had new answers first rather than just the newest topics is that intentional ?,0,0,,,,,
4068,4068,"It could just be me, but that question doesn't make sense to me completely.",d_12,4,,,,,
4069,4069,Maybe rephrase?,d_12,4,,,,,
4070,4070,What's the relation between the classes Main and File2 ?,0,0,,,,,
4071,4071,(which one does inherit from which one ?),0,0,,,,,
4072,4072,"Certainly the work is out of copyright, and some of the neighboring volumes in the series are visible on archive.org (and I don't have trouble with other books on google generally).",d_06,1,,,,,
4073,4073,"I wonder if you know of any way, or could suggest any way, that I could get to see the downloaded pdf of Newcomb vol.6?",d_110,7,,,,,
4074,4074,What is an eastern style pot?,0,0,,,,,
4075,4075,"Is this a cup-like device with a lid to strain out the leaves (sorry, don't know the name), or something else entirely?",d_12,4,,,,,
4076,4076,I made a change to your user page.,0,0,,,,,
4077,4077,Is that the change you wanted?,0,0,,,,,
4078,4078,I'll add that to the others.,0,0,,,,,
4079,4079,Will that work?,0,0,,,,,
4080,4080,"I noticed, that for users warned before, Huggle still uses level 1 warning.",0,0,,,,,
4081,4081,Is there anything I can do?,d_12,4,,,,,
4082,4082,Merci.,0,0,,,,,
4083,4083,Now do you have any idea to solve discrepancy in <url> ?,d_12,4,,,,,
4084,4084,putting the keyword (with special character) in quotes does not work.,0,0,,,,,
4085,4085,is there any other methods?,d_11,3,,,,,
4086,4086,I think this is off topic but I'm not 100%.,0,0,,,,,
4087,4087,Any thoughts?,0,0,,,,,
4088,4088,Why is it an HTML file?,d_11,3,,,,,
4089,4089,Also can you please show the JSON?,d_11,3,,,,,
4090,4090,Please describe the problem itself.,d_11,3,,,,,
4091,4091,What can be the obstacles to assigning a free guest to a free motorcycle?,0,0,,,,,
4092,4092,Are these two more articles that should be moved on January 1st?,0,0,,,,,
4093,4093,Did you get my email about admin nomination for you?,d_12,4,,,,,
4094,4094,Found some more information which likely explains it: http://rt.openssl.org/Ticket/Display.html?id=1497&user=guest&pass=guest -- still not sure how I can work around it.,d_12,4,,,,,
4095,4095,Maybe `keytool` can be used instead?,d_12,4,,,,,
4096,4096,How would you differentiate a series of letters and an actual word?,d_12,4,,,,,
4097,4097,Do you have a database to compare it to?,d_12,4,,,,,
4098,4098,Thank you.,d_110,7,,,,,
4099,4099,Was it anything in particular?,d_12,4,,,,,
4100,4100,So is there any problem/issue you are facing?,d_11,3,,,,,
4101,4101,What is the problem?,0,0,,,,,
4102,4102,"@George: I have started a project which uses your wrapper ... it appears that the site name is hard coded, but can easily be passed in as a parameter.",d_17,6,,,,,
4103,4103,Do you have plans to change this to be configurable?,d_12,4,,,,,
4104,4104,I cannot see a problem with this.,0,0,,,,,
4105,4105,Do you get a completely blank cell of a missing image icon?,d_12,4,,,,,
4106,4106,"Although Singapore does not use Traditional Chinese, I still think we should at least add Traditional Chinese titles for shows not made by Mediacorp, and bought from overseas (mainly Hong Kong) TV stations.",d_17,6,,,,,
4107,4107,What do you think?,d_12,4,,,,,
4108,4108,Can you describe how it crashes?,d_11,3,,,,,
4109,4109,Do you get any kind of error message or exception?,d_12,4,,,,,
4110,4110,@freiheit: Thanks for the answer.,d_110,7,,,,,
4111,4111,Where can I get these items?,d_11,3,,,,,
4112,4112,Can I get some of them combined (whichever I want to have) or do I have to buy separately each of what I need?,d_11,3,,,,,
4113,4113,What is the context that `initialize` is called?,0,0,,,,,
4114,4114,"It claims to be the ""Starting point for the program"" -- is a call made from `__main__` that returns the return code of this function?",d_07,1,,,,,
4115,4115,Thanks.,d_110,7,,,,,
4116,4116,The wall is 10 1/2 feet wide.,0,0,,,,,
4117,4117,"Also, how much excess carpet should I leave in order to have enough to tuck it between the tack strip and baseboard?",0,0,,,,,
4118,4118,@Sky Sanders - is support for fromdate/todate on the TODO list ?,0,0,,,,,
4119,4119,"If so, any idea when it will be implemented?",0,0,,,,,
4120,4120,It's likely `m_cAppIdMap` has been over released.,0,0,,,,,
4121,4121,Can you check that?,d_11,3,,,,,
4122,4122,"Perhaps rephrase it to something like, ""What do you look for when choosing a distribution?",d_12,4,,,,,
4123,4123,""", or ""Which distribution would best suit scenario X?""",d_12,4,,,,,
4124,4124,"Usually you'd specify language in the tags (for example, HTML, CSS, PHP, etc.)",0,0,,,,,
4125,4125,What language are you using?,0,0,,,,,
4126,4126,Is the new draft at <url> OK with you?,0,0,,,,,
4127,4127,Do you have any comments or suggestions?,d_12,4,,,,,
4128,4128,Thanks again.,d_110,7,,,,,
4129,4129,Do you have any suggestions for how we might change the article to take the practical side of this into account with being (a) inaccurate or (b) overly technical?,d_17,6,,,,,
4130,4130,I'm having difficulty understanding your question.,0,0,,,,,
4131,4131,"Could you please give a few more details, or explain what it is that isn't working for you?",d_11,3,,,,,
4132,4132,"Just an FYI, I replied at FPOC.",d_14,5,,,,,
4133,4133,How many lists would you prefer?,d_12,4,,,,,
4134,4134,"Sorry, wrong guess then.",d_06,1,,,,,
4135,4135,:-) I presume your system is fully up-to-date and you've restarted your machine after the last update?,d_06,1,,,,,
4136,4136,Stephen's solution certainly isn't optimal.,0,0,,,,,
4137,4137,Fancy giving me a basic rundown on the problem here and I'll see if I can devise a more elegant one?,d_12,4,,,,,
4138,4138,Thanks for the cleanup.,d_110,7,,,,,
4139,4139,Why did you delink the songs and Weird Al's album?,d_12,4,,,,,
4140,4140,"@q0987 If that's the case, then you're leaving out some crucial information.",0,0,,,,,
4141,4141,Perhaps you could tell us why you think it's wrong as that might reveal what you left out in the question?,d_12,4,,,,,
4142,4142,"Youssef, have you had a chance to try one of the suggested approaches/tools for text categorization?",d_12,4,,,,,
4143,4143,"If so, how did it work out for you?",0,0,,,,,
4144,4144,Thanks for providing the IPA of <url>.,d_110,7,,,,,
4145,4145,can you help further in copyediting the text?,d_11,3,,,,,
4146,4146,"Yes, I agree.",d_05,1,,,,,
4147,4147,Would you please make the appropriate change?,d_12,4,,,,,
4148,4148,"Hi Mike, Awadewit suggested you might be interested in a project we're running here at the British Museum over the next week - <url>.",d_17,6,,,,,
4149,4149,Perhaps you'd be able to help out and sign up?,d_12,4,,,,,
4150,4150,"I haven't used photoshop in ages, but that seems quite large.",0,0,,,,,
4151,4151,"Do you mean the size of the files on disk, or do you mean the memory footprint of the file when you're working with it?",d_12,4,,,,,
4152,4152,Can you write the URL of this page?,d_11,3,,,,,
4153,4153,"Also, does it have any kind of authentication on it?",d_12,4,,,,,
4154,4154,"<url> as having been deleted via a deletion discussion, however I can't find any such Afd.",0,0,,,,,
4155,4155,Do you know of one?,d_12,4,,,,,
4156,4156,It didn't crash for me.,d_05,1,,,,,
4157,4157,What errors are you getting when it crashes?,0,0,,,,,
4158,4158,"Packets are being received by a program (""streamed"" perhaps is a good word) that have a type of ACK, SYN, FIN, or any combination thereof.",d_07,1,,,,,
4159,4159,"Essentially the question is, how can one detect when five different combinations have occurred?",d_17,6,,,,,
4160,4160,"zc.buildout does something like this, although I wouldn't want to try reading its source code.",0,0,,,,,
4161,4161,Have you tried asking on the distutils-sig mailing list?,d_12,4,,,,,
4162,4162,Hi again - it looks like the same user is editing out all the information about Destiny being self-centred again.,0,0,,,,,
4163,4163,Is there some way we can stop this user from making these edits?,d_17,6,,,,,
4164,4164,This is a cool question!,0,0,,,,,
4165,4165,Where did this come up?,d_05,1,,,,,
4166,4166,"@wooble: I might need some help here, what's your calculation ?",d_12,4,,,,,
4167,4167,I get something like 56.8 billion combinations ?,d_12,4,,,,,
4168,4168,I noticed you're setting up s-line for DART but having trouble with the termini.,0,0,,,,,
4169,4169,Can I be of help?,d_11,3,,,,,
4170,4170,That link isn't working for me.,d_05,1,,,,,
4171,4171,Can you check it?,d_11,3,,,,,
4172,4172,thank you.,d_110,7,,,,,
4173,4173,any clue what happened?,0,0,,,,,
4174,4174,Needs more context.,0,0,,,,,
4175,4175,Can you provide the question which precedes the answer too?,d_11,3,,,,,
4176,4176,I see you haven't even tried posing your issue as an actual question on this site.,0,0,,,,,
4177,4177,Care to give it a try?,0,0,,,,,
4178,4178,Okay thanks I'll try it!,d_110,7,,,,,
4179,4179,DId you choose the pictures yourself?,d_12,4,,,,,
4180,4180,Would you be okay if I seconded your nomination?,d_12,4,,,,,
4181,4181,"Or would you prefer me to add as a ""support""?",d_12,4,,,,,
4182,4182,I noticed that you are the major contributor to the articles.,0,0,,,,,
4183,4183,Mind if I nominate <url> at <url>?,d_04,1,,,,,
4184,4184,"You're most likely using Visual C++, so it can't be a compiler bug since I'm getting `C4430` errors for the second code snippet.",0,0,,,,,
4185,4185,Is there a `using namespace std` or `using std::string` in any of your header files?,d_11,3,,,,,
4186,4186,Are you open to programmatic solutions (e.g.,0,0,,,,,
4187,4187,"custom renderers), or solely OOTB methods?",0,0,,,,,
4188,4188,"@joelt -- good point, which I think is the ultimate debate going on now by the answerers below, but I would like to know (@everyone) how much of a difference is it at the beginning until they converge?",d_12,4,,,,,
4189,4189,How significant is it to affect the resulting algorithm?,d_11,3,,,,,
4190,4190,Is it a bluetooth keyboard?,d_11,3,,,,,
4191,4191,And does this Apple link http://support.apple.com/kb/TA23441?viewlocale=en_US by chance help at all?,0,0,,,,,
4192,4192,"Right, the workstation is a VM running 64 bit with VS installed and I'm attmepting to debug to the local dev.",d_05,1,,,,,
4193,4193,So there's no way to work this?,d_06,1,,,,,
4194,4194,It might be useful to know what exactly your sound setup is.,d_12,4,,,,,
4195,4195,"Do you have PA -> JACK -> ALSA permanently, or do you stop PA while you use JACK or ...?",d_12,4,,,,,
4196,4196,"Excellent, thanks!",d_110,7,,,,,
4197,4197,"I wonder if it's worth temporarily uploading a cropped image for the main page, as 100x100 is really very small?",d_12,4,,,,,
4198,4198,Sounds interesting.,d_06,1,,,,,
4199,4199,Could people keep me in the loop as well?,d_06,1,,,,,
4200,4200,"Hey Dan, I see you around but we haven't talked in a bit.",d_17,6,,,,,
4201,4201,What are you up to these days?,0,0,,,,,
4202,4202,It could simply be that the previous owner of your domain had questionable content.,d_12,4,,,,,
4203,4203,Did you dig wayback / cache to check?,d_12,4,,,,,
4204,4204,Internet Explorer may cause that.,0,0,,,,,
4205,4205,Can you check IE permissions please?,d_11,3,,,,,
4206,4206,Don't forget to test this case: `test.sh -a -b 'c d' -c`.,0,0,,,,,
4207,4207,"You don't want the ""c d"" to come out ""d c"" (but do you want ""-c -b 'c d' -a"" or ""-c 'c d' -b -a""?",d_12,4,,,,,
4208,4208,).,0,0,,,,,
4209,4209,"Hi, I hadn't realized that you had made a revert on redirecting this.",0,0,,,,,
4210,4210,Could you see my comments on <url>?,d_11,3,,,,,
4211,4211,It's not clear to me how I can do this using the lex an the yacc.,0,0,,,,,
4212,4212,Can you be more specific?,d_11,3,,,,,
4213,4213,Just looking at that photo and the one in the article makes me feel cold :).,0,0,,,,,
4214,4214,"I just finished this article <url> a week or so ago, and wonder if those Forward Operating Locations are tied into intercepts from those NORAD radar sites ?",d_14,5,,,,,
4215,4215,is this the case only for this particular project?,d_11,3,,,,,
4216,4216,can you try this out on a brand new test project?,d_11,3,,,,,
4217,4217,"I have looked back in my archives a year, and cannot find the issue concerned - although I certainly remember the name, your account, and the style.",d_12,4,,,,,
4218,4218,"Can you give me the relevant link/diff, so I can refresh my memory and be best informed what action might be appropriate?",d_12,4,,,,,
4219,4219,"Since no third-party app knows about any other, what possible touch-up of ""reverse"" are you doing?",d_07,1,,,,,
4220,4220,Is this something that's better done with a TemplateContext?,d_11,3,,,,,
4221,4221,I'm expriencing the same thing.,0,0,,,,,
4222,4222,Did you resolve this?,d_12,4,,,,,
4223,4223,"This question isn't really on topic, in my view.",d_05,1,,,,,
4224,4224,"It also might induce a holy war, along the lines of ""vi or emacs?""",d_12,4,,,,,
4225,4225,Can you please paste the code where you read the integers?,d_11,3,,,,,
4226,4226,"Also, what compiler are you using, and on which platform?",0,0,,,,,
4227,4227,"Are you hardcoding the node id in the ""second"" method but it won't load the node?",d_07,1,,,,,
4228,4228,"Or is the question why you aren't getting that node id in the ""second"" method?",d_07,1,,,,,
4229,4229,"Not really following what you need, are you looking for something like:

http://drupal.org/project/hierarchical_select?",d_06,1,,,,,
4230,4230,"Okay, I will be glad to help you here!",d_17,6,,,,,
4231,4231,Could you please list the username you would want now?,d_12,4,,,,,
4232,4232,"If it's alright with you, I'm next going to start from 1930 and work back towards where you are, since I'm particularly interested in the Lang era.",0,0,,,,,
4233,4233,Is that okay?,0,0,,,,,
4234,4234,Is it necessary that you use a neural network to perform this classification?,d_11,3,,,,,
4235,4235,Or would other classes of algorithms be acceptable?,d_12,4,,,,,
4236,4236,@dmckee: Thank you for replying.,d_110,7,,,,,
4237,4237,Can you please let me know the approach that should be adopted when building a software?,d_11,3,,,,,
4238,4238,What does 'N.B.',0,0,,,,,
4239,4239,stand for?,0,0,,,,,
4240,4240,"I've steadily become more interested in getting this article up to FA, but I'm having trouble finding sources that actually analyze ''contemporary R&B'' instead of the entire <url> genre.",d_11,3,,,,,
4241,4241,Do you have any advice or would you be interested in working on it together?,d_12,4,,,,,
4242,4242,Thank you for caring re: my loss.,d_110,7,,,,,
4243,4243,"We go on, because it's all we can ever do, y'know?",d_17,6,,,,,
4244,4244,are you using the webSockets API?,0,0,,,,,
4245,4245,and is this going to be open sourced at all?,d_11,3,,,,,
4246,4246,I think I'll leave it to the Math WikiProject to decide whether the dab page should be at <url> or <url> since they'll be more familiar with the importance of the various functions.,0,0,,,,,
4247,4247,"It looks like all of the basic options I was considering are basically OK from the perspective of the DAB project, right?",d_12,4,,,,,
4248,4248,"I'd like to try it out at FAC, after Friday.",0,0,,,,,
4249,4249,Would you be willing to co-nom?,d_12,4,,,,,
4250,4250,should pmf(X) be the normalized frequency distribution of X?,0,0,,,,,
4251,4251,"If yes, do we have any function in Matlab to compute it?",d_17,6,,,,,
4252,4252,@Mark Trapp: Not constructive?,0,0,,,,,
4253,4253,Really?,d_05,1,,,,,
4254,4254,"What would stop the algorithm from just producing a regular expression that is the ""or"" of all the possible substrings?",d_12,4,,,,,
4255,4255,Or would you be comfortable with this regular expression from being produced?,d_12,4,,,,,
4256,4256,"To answer your last question, you want to use `extern ""C""` to prevent the name-mangling.",d_07,1,,,,,
4257,4257,Not sure about the first one yet though; have you verified that you're actually being sent any messages?,d_12,4,,,,,
4258,4258,"In the sample, there's a space after `another_question?",0,0,,,,,
4259,4259,\ `.,0,0,,,,,
4260,4260,Does the space exist in the original code?,0,0,,,,,
4261,4261,@deceze Good point.,0,0,,,,,
4262,4262,"Have you used it before, and for what?",d_12,4,,,,,
4263,4263,I just logged in for the first time this weekend.,d_14,5,,,,,
4264,4264,Do you want me to run through or have you already started?,d_12,4,,,,,
4265,4265,"Dan, can you take a look at the last exchange regarding the 1952 election?",d_11,3,,,,,
4266,4266,"Looking at the citations, is there doubt in your mind that there was a deal, or at least that it has been widely suggested by reliable sources that there was a deal?",d_11,3,,,,,
4267,4267,"This doesn't fix your problem, but why are you mixing C++ and C-style strings?",0,0,,,,,
4268,4268,"For a start, you've engineered yourself a memory leak (where does the memory pointed to `buf` go?",0,0,,,,,
4269,4269,).,0,0,,,,,
4270,4270,"What do you mean by ""tracing letters""?",d_12,4,,,,,
4271,4271,"Could you give an example, please?",d_11,3,,,,,
4272,4272,Just a basic question - how many stacks of orders are we looking at?,d_17,6,,,,,
4273,4273,"Also, how big are your sets, 1000s of numbers, millions of numbers or more?",d_06,1,,,,,
4274,4274,I think it's a great idea to get the CO3 community involved with keeping <url> correct and uptodate.,d_02,1,,,,,
4275,4275,I shan't be there myself this year (clashes with various things) - would you be able to bring it up?,d_12,4,,,,,
4276,4276,Is there any relation to a `questions` table?,d_11,3,,,,,
4277,4277,Or is `questions_tags` the only table you have?,0,0,,,,,
4278,4278,I'm on it.,0,0,,,,,
4279,4279,"Instead, could I persuade you to offer comments on the FAC page of <url>?",d_12,4,,,,,
4280,4280,This question is vague.,0,0,,,,,
4281,4281,Can you give a more detailed explanation as to the problem and provide some code?,d_11,3,,,,,
4282,4282,"My graphics editing skills aren't up to the creation of a map such as this from scratch, but I could probably do an adequate job of removing the red and orange lines and the related entries in the map legend.",d_110,7,,,,,
4283,4283,Would it be useful for me to take a whack at that?,d_11,3,,,,,
4284,4284,"Sorry to be a pain, but where did you go to get that screenshot?",d_12,4,,,,,
4285,4285,Views | Select the View | Displays | Filter Criteria | and then?,d_06,1,,,,,
4286,4286,"If you can remember, would you mind giving a bit more information about this photo e.g.",d_12,4,,,,,
4287,4287,where you took it?,0,0,,,,,
4288,4288,I think it is important to note that Spirit 03 was the last gunship to be brought down and that it has not been involved in a Class A mishap since that date.,0,0,,,,,
4289,4289,Should we include that?,d_17,6,,,,,
4290,4290,pls see my comments on your revert on the talk page.,0,0,,,,,
4291,4291,Perhaps you'll consider undoing my revert?,d_12,4,,,,,
4292,4292,Please specify the environment/language in the question/tags.,d_11,3,,,,,
4293,4293,Is it .net/winforms?,d_11,3,,,,,
4294,4294,Good point - I was unaware of that.,0,0,,,,,
4295,4295,Perhaps then you should include a short reference to Aquitanian in the sentence?,d_12,4,,,,,
4296,4296,"I saw your notes, and will watch for any objections.",0,0,,,,,
4297,4297,"If there are none, in two days, do you mind if I move that page and start the new categorization page/discussion?",d_12,4,,,,,
4298,4298,@Mike: I would stick to what I have if this is better than what I am seeking.,0,0,,,,,
4299,4299,"My thinking is if there was already an calculated number assigned, I can use it because $("".chk:even"") and $("".chk:odd"") would be iterating through all rows twice correct?",d_12,4,,,,,
4300,4300,Very nice.,0,0,,,,,
4301,4301,How could I doubt you?,d_12,4,,,,,
4302,4302,Yes but making it cross browser will be headache.,d_06,1,,,,,
4303,4303,"I have old code somewhere, untested for long time - want me to post it anyway?",d_12,4,,,,,
4304,4304,Do you wish to optimise the code (make it run faster) or refactor the code (make it easier to read/maintain/modify)?,d_12,4,,,,,
4305,4305,"If optimise, what are your timings, and how much do you need to reduce it by?",d_12,4,,,,,
4306,4306,Would you please clarify who you are referring to?,d_12,4,,,,,
4307,4307,Is this a follow up of a similar question?,d_11,3,,,,,
4308,4308,"Yes, my feeling is to err on the safe side here.",d_05,1,,,,,
4309,4309,"Thanks for your comment, is it okay if I quote you on the commons thread?",d_110,7,,,,,
4310,4310,"Nice.. you have almost give us enough details, last question.",0,0,,,,,
4311,4311,What is that `System.out.println(e.getCause().toString());` call printing?,0,0,,,,,
4312,4312,"Following your comments, I've improved the article a bit more.",0,0,,,,,
4313,4313,Do you think it's ready for A-class review?,d_12,4,,,,,
4314,4314,"Alternatively, maybe the second column could be '''Country of origin''' and Rosen could simply be denoted USA/Poland, while Pillsbury would be USA/USA, without his US State being mentioned - it would be less confusing I think.",d_12,4,,,,,
4315,4315,Any thoughts?,0,0,,,,,
4316,4316,I have an application.xml file but not sure how exactly how to use it.,d_11,3,,,,,
4317,4317,Have I missed some settings?,0,0,,,,,
4318,4318,"I have indicated on <url> that, should you be desyopped, I will immediately re-nominate you for sysop.",0,0,,,,,
4319,4319,Would you accept the nomination if I did?,d_12,4,,,,,
4320,4320,Do you want to connect your wiki with other systems?,d_12,4,,,,,
4321,4321,"Bug tracking, customer support, planning?",0,0,,,,,
4322,4322,"So far, I haven't seen any sound samples in music articles, not even in <url>, which is featured according to the nomninator of <url>.",d_06,1,,,,,
4323,4323,Can you point me to a page where I can find this discussed?,d_11,3,,,,,
4324,4324,I don't see you around much these days.,0,0,,,,,
4325,4325,Busy with non wiki life?,0,0,,,,,
4326,4326,"Out of curiosity, why would a user choose to disable multitasking (i.e.",0,0,,,,,
4327,4327,what's the tradeoff)?,0,0,,,,,
4328,4328,"Hi, I see you were involved in creating the ship infobox.",0,0,,,,,
4329,4329,Would you be interested in creating an infobox for windmills so that I could use it on individual windmill articles?,d_12,4,,,,,
4330,4330,You might want to add more context to the question (although it's been fairly well answered below :-) I.e.,d_12,4,,,,,
4331,4331,why do you want to do this?,d_12,4,,,,,
4332,4332,Any chance the wire between the switch and the ceiling is 2000ft.,0,0,,,,,
4333,4333,long?,0,0,,,,,
4334,4334,;p,0,0,,,,,
4335,4335,"That looks OK to me (just learning Haskell myself, though).",0,0,,,,,
4336,4336,Is there anything specifically wrong?,d_12,4,,,,,
4337,4337,"Cool, I'd be happy to help out.",0,0,,,,,
4338,4338,:-) What kind of things are you thinking about removing or adding?,d_12,4,,,,,
4339,4339,Hello?,0,0,,,,,
4340,4340,Whom do I speak to to become a <url>?,0,0,,,,,
4341,4341,"In the bike lane, obviously.",0,0,,,,,
4342,4342,What're they gonna do?,0,0,,,,,
4343,4343,Can you be more precise about what exactly the system needs to achieve?,d_11,3,,,,,
4344,4344,"Something like ""Given X initial data, output Y""?",d_12,4,,,,,
4345,4345,"My end goal is to get a list of rows with unique data (as determined by a combination of 3 cells in a row); however, I need all the cells of the unique rows.",0,0,,,,,
4346,4346,Maybe an array of hashes would be better suited for this task?,d_12,4,,,,,
4347,4347,"Back when the Nirvana article was a COTW (in like September I think) I started working out a ""Musical style"" section on a userpage, but never finished it.",d_07,1,,,,,
4348,4348,Would you like to help out with it?,d_12,4,,,,,
4349,4349,"One more thing if you want, let's talk on the Seinfeld talk page.",d_12,4,,,,,
4350,4350,"I think I am taking up your talk page so let's talk there instead, ok?",d_12,4,,,,,
4351,4351,I have a small problem.,0,0,,,,,
4352,4352,"When I tell Swatch to find my user name it returns an error ""There was a problem with the request: Status code = 500"" Any ideas?",d_17,6,,,,,
4353,4353,Try using 'localhost' as your address.,0,0,,,,,
4354,4354,Does it work?,0,0,,,,,
4355,4355,Hi!,0,0,,,,,
4356,4356,Could you consider speedy deleting <url>?,d_11,3,,,,,
4357,4357,"Hello, I noticed you recently did a lot of work on the ''<url>'' page.",0,0,,,,,
4358,4358,"I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",d_17,6,,,,,
4359,4359,Can you estimate what the warmest in-rain air temperature is in which you could or would wear it for an hour?,d_12,4,,,,,
4360,4360,"Sorry, what does ""set your exposure such that that is 'properly exposed'"" mean?",d_07,1,,,,,
4361,4361,Visually comparing the result of the camera with the colour of the card?,0,0,,,,,
4362,4362,Interrobang has asked me if I would also help mentor you when he is not around.,0,0,,,,,
4363,4363,I said that I would gladly help out if it was ok with you?,d_12,4,,,,,
4364,4364,How do you define minimal?,d_12,4,,,,,
4365,4365,The minimum number of movements or the minimum of the sum of distances/squares of the distances?,d_06,1,,,,,
4366,4366,I thought that it seemed a bit removed from Imlay's own time and there was no real explanation of the significance of Imlay to Twain (if any) or of Imlay's reputation between her death and the end of the nineteenth century or in America.,0,0,,,,,
4367,4367,What do you think?,d_12,4,,,,,
4368,4368,This looks like a bug to me.,0,0,,,,,
4369,4369,Have you asked for help on [Google's forum](http://www.google.com/support/forum/p/Calendar?hl=en&utm_source=HC&utm_medium=leftnav&utm_campaign=calendar)?,d_12,4,,,,,
4370,4370,"Hi, StuRat.",0,0,,,,,
4371,4371,Do you want to participate in <url>?,d_12,4,,,,,
4372,4372,Thanks for the info!,d_110,7,,,,,
4373,4373,Did you need to do anything special to get theme preprocess hooks working?,d_12,4,,,,,
4374,4374,The block seems to no longer be necessary or productive.,0,0,,,,,
4375,4375,"If I were to bring a motion to get them unblocked, would you support it?",d_12,4,,,,,
4376,4376,What do you actually want?,d_12,4,,,,,
4377,4377,"Check if a certificate is valid, or force `wget` to connect only if a certificate is valid?",0,0,,,,,
4378,4378,I see this page is indefinitely semi-protected.,d_12,4,,,,,
4379,4379,It's been over eighteen months: mind if I give unprotecting it a try?,d_04,1,,,,,
4380,4380,"Sorry, I've moved a number of articles and thought I did it correctly.",d_06,1,,,,,
4381,4381,How is moving done properly without losing the edit history?,0,0,,,,,
4382,4382,"Please explain science behind ""the darker the color of the metal of the muffin tin the more it will brown its contents"" in relation to being in a domestic oven?",d_11,3,,,,,
4383,4383,I object to the use of cats in the described manner.,0,0,,,,,
4384,4384,Can we change it to dogs?,d_17,6,,,,,
4385,4385,What have you tried?,d_12,4,,,,,
4386,4386,What didn't work?,d_05,1,,,,,
4387,4387,@ring0: Good idea !,d_02,1,,,,,
4388,4388,Is there a way to do so ?,d_11,3,,,,,
4389,4389,"At first I couldn't see it, but now that I've taken a closer look I see what you mean.",d_12,4,,,,,
4390,4390,"Now, I wonder, who was the first most decorated PR soldier in WW II?",d_12,4,,,,,
4391,4391,I think we're not going to convince each other today.,d_17,6,,,,,
4392,4392,Thank you for the enjoyable debate :)  Should we just agree to disagree for now?,d_110,7,,,,,
4393,4393,I'm hesitant to deal the final blow to this question to be honest.,d_11,3,,,,,
4394,4394,"If dealing with CSS isn't a part of webmastering, then what is?",0,0,,,,,
4395,4395,thanks for the welcome!,d_110,7,,,,,
4396,4396,I have a question... how come you can't edit the article about Whales?,0,0,,,,,
4397,4397,"But still, what do you want to measure with CV and in what purpose?",d_12,4,,,,,
4398,4398,To get a cutoff of attribute number?,d_06,1,,,,,
4399,4399,"Please, show your code.",d_11,3,,,,,
4400,4400,How do you toggle this form?,d_12,4,,,,,
4401,4401,What was wrong with PostAffiliate?,0,0,,,,,
4402,4402,I was going to use them?,0,0,,,,,
4403,4403,"I was looking for some help with editing portals, I've read up on some stuff but still don't quite understand.",0,0,,,,,
4404,4404,Do you think you could help me?,d_110,7,,,,,
4405,4405,The source on the Daniel Larsson page looks good enough.,0,0,,,,,
4406,4406,Perhaps someone at Swedish interwiki might know of other sources?,d_12,4,,,,,
4407,4407,"hahah, thanks!",d_110,7,,,,,
4408,4408,"Must admit, when I saw the title of this section I was thinking ""oh lord, another what-is-the-wiki-coming-to comment.."" :p. How goes?",d_17,6,,,,,
4409,4409,Let's hope for the best.,d_012,2,,,,,
4410,4410,Did you get a chance to look at any server access logs from just after the last IISReset to the first incidence of the error?,d_14,5,,,,,
4411,4411,"Thanks, can we write an article on that ?",d_110,7,,,,,
4412,4412,do you think it is notable enough ?,d_12,4,,,,,
4413,4413,What operating environment are you in?,0,0,,,,,
4414,4414,"Is this jQuery, WinForms, QT?",d_11,3,,,,,
4415,4415,How are the stops designated?,0,0,,,,,
4416,4416,Do they have unique numbers or names?,d_06,1,,,,,
4417,4417,"I don't understand what you mean by ""random oracles, which are non-recursive sets.""",d_07,1,,,,,
4418,4418,Do you mean that a random oracle is non-recursive with probability 1?,d_12,4,,,,,
4419,4419,"Hi there, thanks a lot for commenting.",d_110,7,,,,,
4420,4420,"Just to be absolutely clear, and avoid anybody misinterpreting your remarks, could you say if you prefer version 1 or 2 of the lead?",d_12,4,,,,,
4421,4421,Thank you!,d_110,7,,,,,
4422,4422,Could you protect the picture that's live too?,d_11,3,,,,,
4423,4423,"A query walks into a bar, up to two tables and says, 'Can I join you?'.",d_11,3,,,,,
